CHILD_OWNER,CHILD_TABLE,FK_NAME,POSITION,CHILD_COLUMN,PARENT_OWNER,PARENT_TABLE,PARENT_COLUMN,DELETE_RULE,STATUS
LBACSYS,OLS$USER_COMPARTMENTS,OLS_USER_COMP_LEVEL_FK,1,POL#,LBACSYS,OLS$USER_LEVELS,POL#,CASCADE,ENABLED
LBACSYS,OLS$USER_COMPARTMENTS,OLS_USER_COMP_LEVEL_FK,2,USR_NAME,LBACSYS,OLS$USER_LEVELS,USR_NAME,CASCADE,ENABLED
LBACSYS,OLS$USER_GROUPS,OLS_USER_GRP_FK,1,POL#,LBACSYS,OLS$GROUPS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_GROUPS,OLS_USER_GRP_FK,2,GROUP#,LBACSYS,OLS$GROUPS,GROUP#,NO ACTION,ENABLED
LBACSYS,OLS$USER_GROUPS,OLS_USER_GRP_LEVEL_FK,1,POL#,LBACSYS,OLS$USER_LEVELS,POL#,CASCADE,ENABLED
LBACSYS,OLS$USER_GROUPS,OLS_USER_GRP_LEVEL_FK,2,USR_NAME,LBACSYS,OLS$USER_LEVELS,USR_NAME,CASCADE,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_DEF_FK,1,POL#,LBACSYS,OLS$LEVELS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_DEF_FK,2,DEF_LEVEL,LBACSYS,OLS$LEVELS,LEVEL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_LEVEL_POL_FK,1,POL#,LBACSYS,OLS$POL,POL#,CASCADE,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_MAX_FK,1,POL#,LBACSYS,OLS$LEVELS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_MAX_FK,2,MAX_LEVEL,LBACSYS,OLS$LEVELS,LEVEL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_MIN_FK,1,POL#,LBACSYS,OLS$LEVELS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_MIN_FK,2,MIN_LEVEL,LBACSYS,OLS$LEVELS,LEVEL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_ROW_FK,1,POL#,LBACSYS,OLS$LEVELS,POL#,NO ACTION,ENABLED
LBACSYS,OLS$USER_LEVELS,OLS_USER_ROW_FK,2,ROW_LEVEL,LBACSYS,OLS$LEVELS,LEVEL#,NO ACTION,ENABLED
MDSYS,OGIS_GEOMETRY_COLUMNS,FK_SRID,1,SRID,MDSYS,OGIS_SPATIAL_REFERENCE_SYSTEMS,SRID,NO ACTION,ENABLED
MDSYS,OLS_DIR_BUSINESSES,OLSFK3,1,CHAIN_ID,MDSYS,OLS_DIR_BUSINESS_CHAINS,CHAIN_ID,NO ACTION,ENABLED
MDSYS,OLS_DIR_CATEGORIES,OLSFK1,1,PARENT_ID,MDSYS,OLS_DIR_CATEGORIES,CATEGORY_ID,NO ACTION,ENABLED
MDSYS,OLS_DIR_CATEGORIES,OLSFK1,2,CATEGORY_TYPE_ID,MDSYS,OLS_DIR_CATEGORIES,CATEGORY_TYPE_ID,NO ACTION,ENABLED
MDSYS,OLS_DIR_CATEGORIES,OLSFK2,1,CATEGORY_TYPE_ID,MDSYS,OLS_DIR_CATEGORY_TYPES,CATEGORY_TYPE_ID,NO ACTION,ENABLED
MDSYS,OLS_DIR_CATEGORIZATIONS,OLSFK5,1,CATEGORY_ID,MDSYS,OLS_DIR_CATEGORIES,CATEGORY_ID,NO ACTION,ENABLED
MDSYS,OLS_DIR_CATEGORIZATIONS,OLSFK5,2,CATEGORY_TYPE_ID,MDSYS,OLS_DIR_CATEGORIES,CATEGORY_TYPE_ID,NO ACTION,ENABLED
MDSYS,ROWTOKENMAP_T$,SYS_C007768,1,TOKENID,MDSYS,TOKENSESSIONMAP_T$,TOKENID,CASCADE,ENABLED
MDSYS,SDO_COORD_AXES,COORD_AXIS_FOREIGN_AXIS,1,COORD_AXIS_NAME_ID,MDSYS,SDO_COORD_AXIS_NAMES,COORD_AXIS_NAME_ID,NO ACTION,ENABLED
MDSYS,SDO_COORD_AXES,COORD_AXIS_FOREIGN_CS,1,COORD_SYS_ID,MDSYS,SDO_COORD_SYS,COORD_SYS_ID,NO ACTION,ENABLED
MDSYS,SDO_COORD_AXES,COORD_AXIS_FOREIGN_UOM,1,UOM_ID,MDSYS,SDO_UNITS_OF_MEASURE,UOM_ID,NO ACTION,ENABLED
MDSYS,SDO_COORD_OP_PARAM_USE,COORD_OP_PARA_USE_FOREIGN_METH,1,COORD_OP_METHOD_ID,MDSYS,SDO_COORD_OP_METHODS,COORD_OP_METHOD_ID,NO ACTION,ENABLED
